Fiscal_Year,Service,Department,Project,Project_id,Fund,Fund_Type,Thru_FY_Actuals,FY_Approved
2016,Seattle City Light,C2 Distribution - Network,Network Maintenance Hole and Vault Rebuild,8130,City Light Fund,Not Applicable,0,2439000
2016,Seattle City Light,C1 Distribution - Substations,Substations Oil Containment,7783,City Light Fund,Not Applicable,0,280000
2016,Seattle Public Utilities,Protection of Beneficial Uses,Water Quality & Flow Improvements,C3393,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Victor Steinbrueck Park Renovation,K730115,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Center,Utility Infrastructure,Utility Infrastructure Master Plan & Repairs,S0101,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,727000
2016,Seattle Department of Transportation,Mobility-Capital,Linden Avenue North Complete Streets,TC366930,2012 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Main Corridor,TC367330,Future Bond Funds,Not Applicable,0,0
2016,Finance and Administrative Services,Information Technology,Electronic Records Management System,A1IT04,2015 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Water Resources,Seattle Direct Service Additional Conservation,C1505,Water Fund,Not Applicable,0,681422
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Marra-Desimone Park Development,K730100,2008 Parks Levy Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Cultural Facilities,Langston Hughes Performing Arts Center Renovation-2008 Parks Levy,K730121,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Main Corridor,TC367330,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,1543000
2016,Seattle Center,Monorail Improvements,Monorail Improvements Debt Service,S0702,2007 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Seismic Retrofit Phase II,TC365810,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Play Area Renovations,K732468,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Next Generation Intelligent Transportation Systems (ITS),TC367430,Transportation Operating Fund,Not Applicable,0,1000000
2016,Finance and Administrative Services,General Government Facilities - General,Seattle Municipal Tower IDF Infrastructure Upgrades,A1GM127,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,2500000
2016,Seattle Department of Transportation,Mobility-Capital,Transit Corridor Improvements,TC366860,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,973000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Painting Program,TC324900,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,2135000
2016,Seattle City Light,A2 Power Supply - Skagit,Diablo Facility - Storage Building,6481,City Light Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project,TC365500,2002B LTGO Capital Project Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Roof & Building Envelope Program,K732420,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle City Light,C4 Distribution - Service Connections,Medium Overhead and Underground Services,8366,City Light Fund,Not Applicable,0,10371000
2016,Department of Parks and Recreation,Debt and Special Funding,Puget Park - Environmental Remediation,K73127,Emergency Subfund,Not Applicable,0,0
2016,Finance and Administrative Services,Summit Re-Implementation Department Capital Needs,Summit Re-Implementation - Department Capital Needs,A1IT06,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,4487000
2016,Seattle City Light,C5 Distribution - Distribution Other,Special Work Equipment - Other Plant,9102,City Light Fund,Not Applicable,0,1052000
2016,Seattle Public Utilities,Water Quality & Treatment,Reservoir Covering - West Seattle,C1409,Water Fund,Not Applicable,0,50000
2016,Seattle City Light,C4 Distribution - Service Connections,Meter Additions,8054,City Light Fund,Not Applicable,0,2246000
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Hing Hay Park Development,K730091,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Preliminary Engineering and Planning,S9706,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,NSF/CRS Neighborhood Program,TC365770,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,1793000
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Trails Renovation Program,K732419,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,350000
2016,Finance and Administrative Services,Public Safety Facilities - Police,East Precinct Parking System Upgrades,A1PS106,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit - DC Battery System & Charge Modernization,6583,City Light Fund,Not Applicable,0,117000
2016,Seattle Public Utilities,Combined Sewer Overflows,Green Stormwater Infrastructure Program,C3610,Drainage and Wastewater Fund,Not Applicable,0,6935750
2016,Seattle Department of Transportation,Mobility-Capital,Cheshiahud Lake Union Trail Project,TC367070,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,Opportunity Fund Acquisitions- 2008 Parks Levy,K730040,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Railroad Crossing Signal Improvements,TC367090,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Rehabilitation and Replacement Phase II,TC367450,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,595000
2016,Seattle Public Utilities,"Flooding, Sewer Back-up, and Landslides",South Park Pump Station,C3806,Drainage and Wastewater Fund,Not Applicable,0,2896901
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Gas Works Park Play Area Renovation,K730089,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Overlook Walk and East-West Connections Project,TC367630,Transportation Operating Fund,Not Applicable,0,1605000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,"Miscellaneous, Unforeseen, and Emergencies",TC320030,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Seattle Center Long Range Investment Plan,S0703,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Asset Preservation - Schedule 2 Facilities,Asset Preservation - Schedule 2 Facilities,A1APSCH201,Cumulative Reserve Subfund - Asset Preservation Subaccount - Fleets and Facilities,Not Applicable,0,2981000
2016,Seattle City Light,A4 Power Supply - Power Supply Other,Generation Federal Reliability Standards Improvements,6470,City Light Fund,Not Applicable,0,10000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Asphalt and Concrete Program,TC365440,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Pedestrian Master Plan - School Safety,TC367170,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Information Technology,Summit Re-Implementation,A1IT01,2014 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Rehabilitation,Point Sewer Pipe Rehabilitation,C3704,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Open Space Restoration and Repair,S9704,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Maintaining Parks and Facilities - CIP,Rejuvenate Our P-Patches,K730305,Parks Capital Fund,Not Applicable,0,200000
2016,Seattle Public Utilities,Shared Cost Projects,Meter Replacement - WF,C4101-WF,Water Fund,Not Applicable,0,546020.80000000005
2016,Seattle Public Utilities,Distribution,Watermain Rehabilitation,C1129,Water Fund,Not Applicable,0,1004419
2016,Seattle Department of Transportation,Mobility-Capital,Lake Union Ship Canal Trail,TC327000,2009 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Hazard Mitigation Program - Landslide Mitigation Projects,TC365510,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,200000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Non-Arterial Asphalt Street Resurfacing,TC323920,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Information Technology,Technology Infrastructure,Enterprise Computing,D301CS001,Information Technology Fund,Not Applicable,0,526000
2016,Seattle City Light,A2 Power Supply - Skagit,Ross - R1 and R2 Relay and Instrumentation Upgrade,6582,City Light Fund,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,General Site Improvements,S0305,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Center,Armory Rehabilitation,Armory Rehabilitation,S9113,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,452000
2016,Seattle Department of Transportation,Mobility-Capital,Burke-Gilman Trail Extension,TC364830,2009 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Sound Transit - North Link - WF,C4135-WF,Water Fund,Not Applicable,0,485200
2016,Department of Parks and Recreation,Parks Infrastructure,Environmental Remediation Program,K732401,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,100000
2016,Seattle Public Utilities,Rehabilitation,Pipe Renewal Program,C3710,Drainage and Wastewater Fund,Not Applicable,0,13519826
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Columbia Two-Way Street Improvements,TC367640,Transportation Operating Fund,Not Applicable,0,3457162
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Neighborhood Response Program,K732416,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Information Technology,Summit Re-Implementation,A1IT01,2017 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,Highland Park Playground Renovation,K730181,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Viaduct Replacement,TC366050,2012 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Water Quality & Treatment,Reservoir Covering - Myrtle,C1410,Water Fund,Not Applicable,0,55000
2016,Seattle Center,Campuswide Improvements and Repairs,Site Signage,S9118,Seattle Center Capital Reserve Subfund,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,Opportunity Fund Acquisitions- 2008 Parks Levy,K730040,2000 Parks Levy Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 18,A1FL118,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Water Quality & Treatment,Reservoir Covering-Lake Forest Park,C1418,Water Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Public Safety Facilities - Police,Police Facilities,A1PS101,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Building Component Renovations,Seattle Asian Art Museum Restoration,K732369,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Debt and Special Funding,Golf Master Plan Implementation,K732391,2010 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit - Boat Facility Improvements,6540,City Light Fund,Not Applicable,0,1236000
2016,Department of Information Technology,Finance and Administration,Space Planning,D102TC032,Information Technology Fund,Not Applicable,0,500000
2016,Seattle Department of Transportation,Mobility-Capital,23rd Avenue Corridor Improvements,TC367420,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Safety and Maintenance Project,TC367520,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Rehabilitation and Replacement,TC366850,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Protection of Beneficial Uses,Capitol Hill Water Quality Project,C3373,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Sound Transit-East Link,C4122-DWF,Drainage and Wastewater Fund,Not Applicable,0,20000
2016,Department of Parks and Recreation,Forest Restoration,Urban Forestry - Green Seattle Partnership,K732340,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,Science & System Performance,C5406,Drainage and Wastewater Fund,Not Applicable,0,617870
2016,Seattle Center,Facility Infrastructure Renovation and Repair,Roof/Structural Replacement and Repair,S9701,2002B LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Sound Transit North Link Station Bike and Pedestrian Improvements,TC367350,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle City Light,C3 Distribution - Radial,Underground System Capacity Additions,8361,City Light Fund,Not Applicable,0,2715000
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Green Lake Park Alum Treatment,K732460,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,1200000
2016,The Seattle Public Library,Library Major Maintenance,Library Major Maintenance,B301111,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,2266000
2016,Seattle Department of Transportation,Mobility-Capital,Cheshiahud Lake Union Trail Project,TC367070,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Freight Spot Improvement Program,TC365850,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Center City Gateway and South Michigan Street Intelligent Transportation Systems (ITS),TC367680,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle City Light,E2 Central Utility Projects - Finance and IT Systems,Enterprise Performance Management,9933,City Light Fund,Not Applicable,0,684000
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Landscape Restoration Program,K732402,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Fix It First - CIP,Saving our City Forests,K730302,Parks Capital Fund,Not Applicable,0,2197000
2016,Seattle Department of Transportation,Mobility-Capital,Lake Union Ship Canal Trail,TC327000,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle City Light,C3 Distribution - Radial,Pole Attachment Requests Preparation Work,8452,City Light Fund,Not Applicable,0,3489000
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project,TC365500,2008 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Mountains to Sound Greenway Trail,TC365750,Cumulative Reserve Subfund - Street Vacation Subaccount,Not Applicable,0,0
2016,Seattle Center,Public Gathering Space Improvements,Public Gathering Space Improvements,S9902,2002B LTGO Capital Project Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Ballfields - Minor Capital Improvements,K732415,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Integrated Control Monitoring Program - DWF,C4108-DWF,Drainage and Wastewater Fund,Not Applicable,0,250000
2016,Seattle Department of Transportation,Major Projects,Alaskan Way Main Corridor,TC367330,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,18721000
2016,Department of Parks and Recreation,Parks Infrastructure,Pavement Restoration Program,K732418,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Protection of Beneficial Uses,Knickerbocker Floodplain Improvements,C3383,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Seattle Public Utilities,Watershed Stewardship,Cedar Bridges,C1307,Water Fund,Not Applicable,0,1000
2016,Seattle City Light,C1 Distribution - Substations,Interbay Substation - Development,7756,City Light Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 22,A1FL122,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,3884931.06
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Arterial Asphalt and Concrete Program,TC365440,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Rehabilitation,Sewer Full Line Replacements,C3702,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,2008 Parks Levy- Neighborhood Parks and Playgrounds,Emma Schmitz Sea Wall Replacement-2008 Levy,K730194,2008 Parks Levy Fund,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Diablo - Replace Bank Transformers,6589,City Light Fund,Not Applicable,0,0
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Special Work Equipment - Shops,8389,City Light Fund,Not Applicable,0,293000
2016,Seattle Public Utilities,Technology,IT Infrastructure,C5404,Drainage and Wastewater Fund,Not Applicable,0,573200
2016,Department of Parks and Recreation,Building Component Renovations,Roof & Building Envelope Program,K732420,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,350000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 26,A1FL126,2008 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Boat Moorage Restoration,K732408,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,2000000
2016,Seattle Public Utilities,Shared Cost Projects,Operational Facility - Other - WF,C4115-WF,Water Fund,Not Applicable,0,50000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bridge Seismic Retrofit Phase II,TC365810,Transportation Operating Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 29,A1FL129,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Seattle Center,Monorail Improvements,Monorail Improvements Debt Service,S0702,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,551000
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Safety Modifications,9006,City Light Fund,Not Applicable,0,1290000
2016,Finance and Administrative Services,Public Safety Facilities - Police,North Precinct,A1PS107,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,4000000
2016,Department of Parks and Recreation,Building Component Renovations,Municipal Energy Efficiency Program - Parks,K732433,2011 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,Multi-Modal Corridor Development,TC367490,Transportation Operating Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 18,A1FL118,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Fire Stations - Land Acquisition,Fire Stations - Land Acquisition,A1FL101,2008 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Public Safety Facilities - Fire,Fire Station 5,A1PS205,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,2000000
2016,Finance and Administrative Services,Public Safety Facilities - Police,Critical Infrastructure Upgrades: Emergency Operations Center / West Precinct,A1PS109,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 11,A1FL111,2009 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,B1 Transmission - Transmission,Transmission Reliability,7104,City Light Fund,Not Applicable,0,2785000
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Neighborhood Response Program,K732416,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,250000
2016,Seattle Department of Transportation,Major Projects,Mercer Corridor Project,TC365500,2005 LTGO Capital Project Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Bike Master Plan Implementation,TC366760,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Rehabilitation,Emergency Rehabilitation,C3705,Drainage and Wastewater Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Citywide and Neighborhood Projects,Park Acquisition and Development,K732497,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,General Government Facilities - General,City Hall and Seattle Municipal Tower Tenant Improvements,A1GM118,2013 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,C5 Distribution - Distribution Other,Distribution Area Communications Networks,9307,City Light Fund,Not Applicable,0,1250000
2016,Seattle Public Utilities,Technology,Enterprise Information Management,C5403,Solid Waste Fund,Not Applicable,0,112500
2016,Seattle Department of Transportation,Major Projects,SR-520 Project,TC365880,Transportation Operating Fund,Not Applicable,0,119000
2016,Department of Parks and Recreation,Docks/Piers/Floats/Seawalls/Shorelines,Parks Central Waterfront Piers Rehabilitation,K732493,Central Waterfront Improvement Fund,Not Applicable,0,2247000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 28,A1FL128,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle City Light,B1 Transmission - Transmission,Denny Substation Transmission Lines,7125,City Light Fund,Not Applicable,0,257000
2016,Department of Parks and Recreation,2008 Parks Levy- Opportunity Fund,Broadway Hill Park Development,K730180,2008 Parks Levy Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Asset Preservation - Seattle Municipal Tower,Asset Preservation - Seattle Municipal Tower,A1AP201,Cumulative Reserve Subfund - Asset Preservation Subaccount - Fleets and Facilities,Not Applicable,0,0
2016,Seattle City Light,A2 Power Supply - Skagit,Skagit Licensing Mitigation,6991,City Light Fund,Not Applicable,0,249000
2016,Seattle Center,Campuswide Improvements and Repairs,General Site Improvements,S0305,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station Improvement Debt Service,A1FL199,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,2388000
2016,Seattle Public Utilities,Distribution,Water Infrastructure - Hydrant Replacement/Relocation,C1110,Water Fund,Not Applicable,0,208000
2016,Seattle City Light,C4 Distribution - Service Connections,Underground Outage Replacements,8352,City Light Fund,Not Applicable,0,1126000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 11,A1FL111,2003 Fire Facilities Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Signal Major Maintenance,TC367580,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,1013000
2016,Seattle Department of Transportation,Major Maintenance/Replacement,Pavement Microsurfacing,TC367610,Transportation Operating Fund,Not Applicable,0,0
2016,Seattle Department of Transportation,Mobility-Capital,3rd Avenue Corridor Improvements,TC367370,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,708000
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Technical Training Center Development,9230,City Light Fund,Not Applicable,0,902000
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 22,A1FL122,2017 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Department of Parks and Recreation,Ballfields/Athletic Courts/Play Areas,Lower Woodland Park Playfield #7 Synthetic Turf Replacement,K732478,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Technology,Customer Contact & Billing,C5402,Drainage and Wastewater Fund,Not Applicable,0,4983165.9399999995
2016,Department of Parks and Recreation,2008 Parks Levy- Cultural Facilities,Seattle Asian Art Museum Renovation,K730122,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Finance and Administrative Services,Fire Stations - Land Acquisition,Fire Stations - Land Acquisition,A1FL101,2016 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary - New Unit - 57,6533,City Light Fund,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Open Space Restoration and Repair,S9704,2002B LTGO Capital Project Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Neighborhood Fire Stations,Fire Station 26,A1FL126,2015 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Finance and Administrative Services,Public Safety Facilities - Police,Police Facilities,A1PS101,Municipal Civic Center Fund,Not Applicable,0,0
2016,Finance and Administrative Services,FAS Oversight - External Projects,Energy Efficiency for Municipal Buildings,A1EXT02,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,2000000
2016,Finance and Administrative Services,Public Safety Facilities - Police,West Precinct 911 Comm Center,A1PS108,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Department of Parks and Recreation,Parks Infrastructure,Irrigation Replacement and Outdoor Infrastructure Program,K732406,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,Open Space Restoration and Repair,S9704,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,1210000
2016,Seattle City Light,C4 Distribution - Service Connections,Overhead Outage Replacements,8350,City Light Fund,Not Applicable,0,272000
2016,Department of Parks and Recreation,Building Component Renovations,Utility Conservation Program,K732336,General Subfund,Not Applicable,0,0
2016,Department of Information Technology,Technology Infrastructure,800 MHz Radio Network Program,D3RNRS,Information Technology Fund,Not Applicable,0,586000
2016,Seattle Public Utilities,Watershed Stewardship,Kerriston Road,C1314,Water Fund,Not Applicable,0,0
2016,Seattle Center,Public Gathering Space Improvements,Public Gathering Space Improvements,S9902,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,90000
2016,Department of Information Technology,Technology Infrastructure,Computing Services Architecture,D300CSARC,Information Technology Fund,Not Applicable,0,2549000
2016,Seattle Department of Transportation,Mobility-Capital,3rd Avenue Corridor Improvements,TC367370,To Be Determined,Not Applicable,0,0
2016,Seattle Center,Campuswide Improvements and Repairs,ADA Improvements,S9302,Cumulative Reserve Subfund - Unrestricted Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Habitat Conservation Program,Watershed Road Improvement/Decommissioning,C1601,Water Fund,Not Applicable,0,981292
2016,Seattle Department of Transportation,Major Maintenance/Replacement,South Park Bridge,TC365780,2015 Multipurpose LTGO Bond Fund,Not Applicable,0,0
2016,Seattle City Light,A1 Power Supply - Boundary,Boundary Powerhouse - Transformer Bank Rockfall Mitigation,6485,City Light Fund,Not Applicable,0,0
2016,Finance and Administrative Services,ADA Improvements - FAS,ADA Improvements - FAS,A1GM901,Cumulative Reserve Subfund - Real Estate Excise Tax I Subaccount,Not Applicable,0,0
2016,Seattle Public Utilities,Shared Cost Projects,Security Improvements - DWF,C4113-DWF,Drainage and Wastewater Fund,Not Applicable,0,127687.5
2016,Seattle City Light,E3 Central Utility Projects - Fleets and Facilities,Equipment Fleet Replacement,9101,City Light Fund,Not Applicable,0,5388000
2016,Department of Parks and Recreation,Building Component Renovations,Utility Conservation Program,K732336,Cumulative Reserve Subfund - Real Estate Excise Tax II Subaccount,Not Applicable,0,0
